"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Unc50",57.742706063454,7.52859302516488e-07,0.00144268543882545,0.778523523612905,0.999993275143934
"Mgat4a",33.7933747695891,-1.50985239070925e-07,0.00144269333044494,0.885901483104504,0.999993275143934
"Gm43213",0.289128266118779,8.36798024836612e-08,0.00144269492012382,0.916682156612874,0.999993275143934
"2010300C02Rik",1.4033147207724,2.79328851996352e-07,0.00144269412105033,0.736583458252014,0.999993275143934
"Tsga10",2.45105823341071,-9.48400646832994e-07,0.00144269409272846,0.29969303179614,0.999993275143934
"Lipt1",1.26343811457709,2.89943118205164e-07,0.0014426944075397,0.659300483711774,0.999993275143934
"Mitd1",29.5387111350281,-8.53775506972533e-07,0.00144268613231872,0.735632734526256,0.999993275143934
"Mrpl30",75.983632487098,1.0518030251473e-06,0.00144268268183611,0.729198839121536,0.999993275143934
"Txndc9",75.9423261724167,-8.7426942328271e-07,0.00144268148807813,0.779322067465443,0.999993275143934
"Eif5b",123.690029509775,9.5918931275592e-07,0.00144268062246064,0.770122656349528,0.999993275143934
"Rev1",8.59840464748479,1.57766566875956e-06,0.00144269061765536,0.406434159671477,0.999993275143934
"Aff3",2.21247175720868,2.26891083299015e-08,0.00144269421663374,0.975302382881136,0.999993275143934
"Chst10",0.423775019069213,-5.68981287528576e-08,0.00144269485731016,0.8453371178267,0.999993275143934
"Pdcl3",64.6780073945203,1.22162002682069e-08,0.00144268158121553,0.998900680027415,0.999993275143934
"Npas2",1.43602558616353,3.42336808020616e-07,0.00144269420588624,0.660053470972729,0.999993275143934
"Gm3617",0.425356288374911,2.16423330566343e-07,0.00144269488142918,0.616454172097689,0.999993275143934
"Rpl31",848.185903314028,-4.46685505024208e-07,0.00144267990347951,0.889784708548991,0.999993275143934
"Tbc1d8",5.62149016549903,9.06932377832487e-07,0.00144269342578955,0.429484533579554,0.999993275143934
"Cnot11",9.44186168386951,2.11077694321574e-07,0.00144269026874266,0.911896113352516,0.999993275143934
"Gm15832",0.432060875225944,-3.14738803215185e-07,0.00144269494903637,0.536438753729964,0.999993275143934
"Snord89",0.329549466885605,1.19407353655411e-07,0.00144269489297044,0.780262942303379,0.999993275143934
"Rnf149",9.49228038397486,-5.11578868477656e-07,0.00144269190080354,0.733524109201952,0.999993275143934
"Map4k4",50.7029515327211,1.17201513968285e-06,0.00144268585916911,0.655261133448606,0.999993275143934
"4930456G14Rik",0.283100420002398,-1.27971882246697e-07,0.00144269492151983,0.658970272538269,0.999993275143934
"Il1r2",410.856067676622,-2.36533376235158e-06,0.00144268578556875,0.381430807386361,0.999993275143934
"Gm16894",7.51780062376657,2.33065533533627e-07,0.00144269217009774,0.873048759051331,0.999993275143934
"Gm37347",0.59261254152165,-3.93772274825291e-08,0.00144269474450489,0.931121576362829,0.999993275143934
"Il1r1",4.93050594046673,7.50751395631884e-07,0.00144269368834232,0.468343387085654,0.999993275143934
"Il1rl2",10.2639781351644,8.05736777460439e-08,0.00144269241356907,0.954861872781444,0.999993275143934
"Mfsd9",1.3942915263226,3.56171752544484e-07,0.00144269416503729,0.649474029180182,0.999993275143934
"Mrps9",30.0669094481371,3.85353435886169e-07,0.00144268737750123,0.87198828939433,0.999993275143934
