"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Hrct1",19.1153329474269,-2.12762252686908,0.685117466788035,0.000105779857651348,0.0091266861181583
"Grhpr",29.6197820239254,-1.40701355497609,0.544373184008375,0.000417275645722261,0.0225015891955729
"Col15a1",13.6809495027275,2.59362455524249,0.750110489946688,2.62212566221528e-05,0.00346281125718267
"Tmeff1",12.1853979292027,-2.39335684548962,0.879199564542016,0.000420689382301829,0.0225915435093372
"Txn1",1706.46334933211,0.762978745497606,0.227346459332675,7.38143383025789e-05,0.00729240584970975
"2610528J11Rik",7.49972290556837,-5.51985741606328,2.44454410704375,2.03262926661927e-05,0.00282863311490178
"Fabp3",119.749777568667,-4.22174264894437,0.586758581636197,3.34004481817742e-14,7.2044766728087e-11
"Extl1",7.50915942252179,-0.210537436856188,0.405996790541406,0.000203596364368125,0.0139415034267316
"Ldlrap1",32.0438004180961,-1.94186068815703,0.583654881060279,3.72748353648572e-05,0.00443781904683875
"Ncmap",12.3665003828574,-6.37111305161298,2.55024347318643,2.28195789717406e-06,0.000611379733670989
"Sdhb",310.71699958385,0.831779669051707,0.245129521925948,5.75285426543422e-05,0.00614719903894094
"Fblim1",38.280956215158,-1.22221946862602,0.571251253848493,0.00117769930682285,0.0460476870963786
"Smim1",293.022346685058,1.08654118145445,0.476823782313013,0.00113583634365887,0.0450920060111446
"Arhgef16",9.61595322870819,-3.88048708492543,1.3982246404025,0.000316770436464537,0.0188057017831378
"Mmp23",18.6526735858734,1.267981956374,0.512895811843347,0.000614411403381507,0.0296705685916547
"Fgl2",35.9572649982642,-2.72284242308222,0.697067565892917,4.02622403017396e-06,0.000914164761377392
"Cad",40.1202084085249,1.03095436122676,0.410376264548839,0.000662421171885705,0.031174744751072
"Ppp2r2c",25.1857652687738,-2.48559532234494,0.670363540749598,1.10360300438465e-05,0.00187931974772976
"Hs3st1",26.8686625969934,-1.34460498613116,0.608406469220034,0.00102456572267577,0.0422290751046809
"Fgfbp1",19.0105310278965,-7.15105642159913,2.6142222315725,1.08312245285018e-07,5.6071083139148e-05
"N4bp2",27.8660622548427,-1.83391459429354,0.523886202720014,2.46333549729874e-05,0.00328664824804539
"Igfbp7",104.619519180975,1.44013092735679,0.384746730444884,1.03335869018292e-05,0.00183201755730786
"Uba6",50.7782959224197,-1.23842036297181,0.36186060444133,3.40060646938943e-05,0.00423179316604212
"Afp",83.9879920153926,-0.048126574335637,0.256092266756494,0.000602157704390231,0.0292974624444299
"Paqr3",21.5359559318162,1.65723485281353,0.534853925157702,8.66574320182248e-05,0.00812696003753526
"Ssh1",24.1540572648689,-1.33439217589817,0.528105372250876,0.000532228819900218,0.0269541901843891
"Ube3b",87.3944989542682,1.71752145254471,0.800229836349785,0.00115244672036208,0.0452441749691416
"Mmab",13.1279461012211,1.61959742223603,0.579878795608475,0.00023762815281554,0.0156907324170343
"Nos1",6.72252088295279,-3.29169322123031,1.45166801643262,0.00119822121204168,0.046708972669408
"Fbxo21",22.6454717388276,-1.62811498440503,0.61342379869926,0.000361091661696027,0.0201762253089007
"Rasal1",16.0049704522241,-2.33584776953479,0.727494366772751,9.23154814248083e-05,0.00847338269928985
"Clip2",26.868608887467,-2.32780240489292,0.689149830110471,3.20497583638316e-05,0.00406654875239911
